tweet,scores,tokens,length,absolutely_negative,very_negative,negative,neutral,positive,very_positive,perception
b'@florparque nunca se va a apagar el \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 mi amor\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',[ 0  0  0  0 -3  0  2  0 -3  0],"[""b'@florparque"", 'nunca', 'se', 'va', 'a', 'apagar', 'el', '\\xf0\\x9f\\x94\\xa5\\xf0\\x9f\\x94\\xa5\\xf0\\x9f\\x94\\xa5', 'mi', ""amor\\xf0\\x9f\\x92\\x8b\\xf0\\x9f\\x92\\x8b\\xf0\\x9f\\x98\\x8d\\xf0\\x9f\\x98\\x8d'""]",159.0,4.0,0.0,0.0,8.0,0.0,2.0,-2.0
b'rt @np_03: when te das cuenta que solo usas tweeter para flamiar a cable onda \xf0\x9f\x98\x82',[ 0  0  0 -2  1  0  0  0  0  0  0  0 -3  0  0  0],"[""b'rt"", '@np_03:', 'when', 'te', 'das', 'cuenta', 'que', 'solo', 'usas', 'tweeter', 'para', 'flamiar', 'a', 'cable', 'onda', ""\\xf0\\x9f\\x98\\x82'""]",97.0,2.0,2.0,0.0,6.0,2.0,0.0,-2.0
b'prometo que despu\xc3\xa9s de esta pandemia vivir\xc3\xa9 demostr\xc3\xa1ndole mi amor a los m\xc3\xados hasta el \xc3\xbaltimo respiro y lograr una vida sin remordimientos.',[ 0  0  0 -2 -2  0  0  0 -3  2 -3 -1  0  0  2  0  0  0  0  0  0  0  0],"[""b'prometo"", 'que', 'despu\\xc3\\xa9s', 'de', 'esta', 'pandemia', 'vivir\\xc3\\xa9', 'demostr\\xc3\\xa1ndole', 'mi', 'amor', 'a', 'los', 'm\\xc3\\xados', 'hasta', 'el', '\\xc3\\xbaltimo', 'respiro', 'y', 'lograr', 'una', 'vida', 'sin', ""remordimientos.'""]",176.0,4.0,2.0,2.0,8.0,0.0,4.0,1.0
b'rt @black_memes507: profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@black_memes507:', 'profe:', '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",135.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
"b'dicen que fumar\nes da\xc3\xb1ino pero,\n\xc2\xbfhas probado el amor? https://t.co/skqbawg9lf'",[0 0 0 0 0 0 2 0 0],"[""b'dicen"", 'que', 'fumar\\nes', 'da\\xc3\\xb1ino', 'pero,\\n\\xc2\\xbfhas', 'probado', 'el', 'amor?', ""https://t.co/skqbawg9lf'""]",96.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0
b'@explodingheart yo me quede en los primeros de capaldi pero luego me quede sin cable y ya no se qu\xc3\xa9 onda jajaja',[ 0  0  2  0  1 -1  0 -2  0  0  0  2  0  0  0  0  0 -1  0  0  0  0],"[""b'@explodingheart"", 'yo', 'me', 'quede', 'en', 'los', 'primeros', 'de', 'capaldi', 'pero', 'luego', 'me', 'quede', 'sin', 'cable', 'y', 'ya', 'no', 'se', 'qu\\xc3\\xa9', 'onda', ""jajaja'""]",121.0,0.0,2.0,4.0,12.0,2.0,4.0,1.0
b'rt @macapineiro: aprovechemos el d\xc3\xada para recordar lo m\xc3\xa1s grande que hicieron por unx amigx. yo le saqu\xc3\xa9 a una amiga un tamp\xc3\xb3n al que se le\xe2\x80\xa6',"[ 0  0  0  2  0  0  0 -1  0  0  0  0  0  0  0  0 -2  0 -3  0  0  0  0 -1
  0  0  0]","[""b'rt"", '@macapineiro:', 'aprovechemos', 'el', 'd\\xc3\\xada', 'para', 'recordar', 'lo', 'm\\xc3\\xa1s', 'grande', 'que', 'hicieron', 'por', 'unx', 'amigx.', 'yo', 'le', 'saqu\\xc3\\xa9', 'a', 'una', 'amiga', 'un', 'tamp\\xc3\\xb3n', 'al', 'que', 'se', ""le\\xe2\\x80\\xa6'""]",182.0,2.0,2.0,4.0,12.0,0.0,2.0,-2.0
b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
"b'rt @orgasmodenoche: buen sexo, comunicaci\xc3\xb3n, amor y fidelidad.'",[0 0 1 0 0 2 0 0],"[""b'rt"", '@orgasmodenoche:', 'buen', 'sexo,', 'comunicaci\\xc3\\xb3n,', 'amor', 'y', ""fidelidad.'""]",72.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0
b'rt @davidbonaga: hahahaha por estas cosas me mamo las cuecadas de cable onda!!! \xf0\x9f\x98\x82\xf0\x9f\x98\x82',[ 0  0  0  0  0  0  2  0 -1  0 -2  0  0  0],"[""b'rt"", '@davidbonaga:', 'hahahaha', 'por', 'estas', 'cosas', 'me', 'mamo', 'las', 'cuecadas', 'de', 'cable', 'onda!!!', ""\\xf0\\x9f\\x98\\x82\\xf0\\x9f\\x98\\x82'""]",115.0,0.0,2.0,2.0,8.0,0.0,2.0,-1.0
"b'rt @unhiloescarlata: el amor no solo es cosa de sentimientos y emociones, tambi\xc3\xa9n es cuesti\xc3\xb3n de egocentrismo, sobre todo cuando lo que hab\xe2\x80\xa6'",[ 0  0  2  2 -1  0 -2  0 -2  0  0  0  0 -2  0 -2  0  0  0  0 -1  0  0],"[""b'rt"", '@unhiloescarlata:', 'el', 'amor', 'no', 'solo', 'es', 'cosa', 'de', 'sentimientos', 'y', 'emociones,', 'tambi\\xc3\\xa9n', 'es', 'cuesti\\xc3\\xb3n', 'de', 'egocentrismo,', 'sobre', 'todo', 'cuando', 'lo', 'que', ""hab\\xe2\\x80\\xa6'""]",168.0,0.0,8.0,4.0,14.0,0.0,2.0,-2.0
"b'gracias, cable onda. cuando pens\xc3\xa9 que no pod\xc3\xadan ser m\xc3\xa1s est\xc3\xbapidos, no me fallaron. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd https://t.co/ilpkfwutpg'",[ 0  0  0  0  0  0 -1  0  0  0  0 -1  2  0  0  0],"[""b'gracias,"", 'cable', 'onda.', 'cuando', 'pens\\xc3\\xa9', 'que', 'no', 'pod\\xc3\\xadan', 'ser', 'm\\xc3\\xa1s', 'est\\xc3\\xbapidos,', 'no', 'me', 'fallaron.', '\\xf0\\x9f\\x91\\x8f\\xf0\\x9f\\x8f\\xbd', ""https://t.co/ilpkfwutpg'""]",170.0,0.0,0.0,4.0,6.0,0.0,2.0,1.0
b'o soy un amor o te hago el amor no hay punto medio',[ 0  0  0  2 -2 -2  0  2  2 -1  0  0  0],"[""b'o"", 'soy', 'un', 'amor', 'o', 'te', 'hago', 'el', 'amor', 'no', 'hay', 'punto', ""medio'""]",53.0,0.0,2.0,2.0,6.0,0.0,4.0,1.0
b'rt @black_memes507: profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@black_memes507:', 'profe:', '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",135.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
"b'desde que te fuiste, mi vida es lo m\xc3\xa1ximo, tir\xc3\xa9 del alcohol sin freno a lo loco, para que mentirte, dejando de pens\xe2\x80\xa6 https://t.co/x2dmjufyub'",[ 0  0 -2  0 -3  0 -2 -1  0  0  0  0  0  0 -3 -1  0  0  0  0  0 -2  0  0],"[""b'desde"", 'que', 'te', 'fuiste,', 'mi', 'vida', 'es', 'lo', 'm\\xc3\\xa1ximo,', 'tir\\xc3\\xa9', 'del', 'alcohol', 'sin', 'freno', 'a', 'lo', 'loco,', 'para', 'que', 'mentirte,', 'dejando', 'de', 'pens\\xe2\\x80\\xa6', ""https://t.co/x2dmjufyub'""]",168.0,4.0,6.0,4.0,12.0,0.0,0.0,-2.0
b'una vez con un instalador de cable onda fue riquisimo',[ 0  0  0  0  0 -2  0  0  0  0],"[""b'una"", 'vez', 'con', 'un', 'instalador', 'de', 'cable', 'onda', 'fue', ""riquisimo'""]",56.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
"b'ay dios lo mal que ella y su familia lo deben estar pasando, ahora m\xc3\xa1s que nunca merecen todo nuestro apoyo y amor'",[ 0  0 -1 -1  0  2  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0  0  0],"[""b'ay"", 'dios', 'lo', 'mal', 'que', 'ella', 'y', 'su', 'familia', 'lo', 'deben', 'estar', 'pasando,', 'ahora', 'm\\xc3\\xa1s', 'que', 'nunca', 'merecen', 'todo', 'nuestro', 'apoyo', 'y', ""amor'""]",124.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0
b'hoy explota cable onda',[0 0 0 0],"[""b'hoy"", 'explota', 'cable', ""onda'""]",25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"b'@nadrosso hay algunos grupos que dedican un buen de sus letras al medio ambiente, al feminismo y causas sociales en\xe2\x80\xa6 https://t.co/h5gtb0g8ib'",[ 0  0  0  0  0  0  0  1 -2  0  0 -1  0  0 -1  0  0  0  0  0  0],"[""b'@nadrosso"", 'hay', 'algunos', 'grupos', 'que', 'dedican', 'un', 'buen', 'de', 'sus', 'letras', 'al', 'medio', 'ambiente,', 'al', 'feminismo', 'y', 'causas', 'sociales', 'en\\xe2\\x80\\xa6', ""https://t.co/h5gtb0g8ib'""]",154.0,0.0,2.0,4.0,8.0,2.0,0.0,-2.0
b'hahahaha por estas cosas me mamo las cuecadas de cable onda!!! \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/vky3laitcb',[ 0  0  0  0  2  0 -1  0 -2  0  0  0  0],"[""b'hahahaha"", 'por', 'estas', 'cosas', 'me', 'mamo', 'las', 'cuecadas', 'de', 'cable', 'onda!!!', '\\xf0\\x9f\\x98\\x82\\xf0\\x9f\\x98\\x82', ""https://t.co/vky3laitcb'""]",122.0,0.0,2.0,2.0,8.0,0.0,2.0,0.0
"b'rt @ponchingarciajr: el amor llegar\xc3\xa1, ahorita conc\xc3\xa9ntrate en llenar tu cv.'",[0 0 2 2 0 0 0 1 0 0 0],"[""b'rt"", '@ponchingarciajr:', 'el', 'amor', 'llegar\\xc3\\xa1,', 'ahorita', 'conc\\xc3\\xa9ntrate', 'en', 'llenar', 'tu', ""cv.'""]",91.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0
b'rt @sdbardayan: me siento mal por los agentes del call center de cable onda que tienen que lidiar con los clientes frustrados; dar la cara\xe2\x80\xa6',"[ 0  0  2  0 -1  0 -1  0  0  0  0 -2  0  0  0  0  0  0  0 -1  0  0  0 -1
  0]","[""b'rt"", '@sdbardayan:', 'me', 'siento', 'mal', 'por', 'los', 'agentes', 'del', 'call', 'center', 'de', 'cable', 'onda', 'que', 'tienen', 'que', 'lidiar', 'con', 'los', 'clientes', 'frustrados;', 'dar', 'la', ""cara\\xe2\\x80\\xa6'""]",153.0,0.0,2.0,8.0,14.0,0.0,2.0,-1.0
"b'rt @sergiorochoa: no es algo wow pero siempre quise hacer esto con el amor de mi vida, y hoy lo hice conmigo mismo ( mi soledad, mi m\xc3\xbasica\xe2\x80\xa6'","[ 0  0 -1 -2  0  0  0  0  0  0 -2  0  2  2 -2 -3  0  0  0 -1  0  0  0  0
 -3  0 -3  0]","[""b'rt"", '@sergiorochoa:', 'no', 'es', 'algo', 'wow', 'pero', 'siempre', 'quise', 'hacer', 'esto', 'con', 'el', 'amor', 'de', 'mi', 'vida,', 'y', 'hoy', 'lo', 'hice', 'conmigo', 'mismo', '(', 'mi', 'soledad,', 'mi', ""m\\xc3\\xbasica\\xe2\\x80\\xa6'""]",160.0,6.0,6.0,4.0,14.0,0.0,2.0,-2.0
b'when te das cuenta que solo usas tweeter para flamiar a cable onda \xf0\x9f\x98\x82',[ 0 -2  1  0  0  0  0  0  0  0 -3  0  0  0],"[""b'when"", 'te', 'das', 'cuenta', 'que', 'solo', 'usas', 'tweeter', 'para', 'flamiar', 'a', 'cable', 'onda', ""\\xf0\\x9f\\x98\\x82'""]",86.0,2.0,2.0,0.0,6.0,2.0,0.0,-2.0
"b'rt @maggiessalexx: luisita y amelia diciendo una a la otra ""mi amor"" es que me derrito, estas cosas me ponen bland\xc3\xadsima \xf0\x9f\xa5\xba\xe2\x9d\xa4\xef\xb8\x8f\n\n#luimeliasinse\xe2\x80\xa6'",[ 0  0  0  0  0  0  0 -3 -1  0  0  0 -2  0  2  0  0  0  2  0  0  0],"[""b'rt"", '@maggiessalexx:', 'luisita', 'y', 'amelia', 'diciendo', 'una', 'a', 'la', 'otra', '""mi', 'amor""', 'es', 'que', 'me', 'derrito,', 'estas', 'cosas', 'me', 'ponen', 'bland\\xc3\\xadsima', ""\\xf0\\x9f\\xa5\\xba\\xe2\\x9d\\xa4\\xef\\xb8\\x8f\\n\\n#luimeliasinse\\xe2\\x80\\xa6'""]",200.0,2.0,2.0,2.0,10.0,0.0,4.0,1.0
b'cable onda e instagram son la peor combinaci\xc3\xb3n de mi cuarentena',[ 0  0 -3  0  0 -1  0  0 -2 -3  0],"[""b'cable"", 'onda', 'e', 'instagram', 'son', 'la', 'peor', 'combinaci\\xc3\\xb3n', 'de', 'mi', ""cuarentena'""]",73.0,4.0,2.0,2.0,8.0,0.0,0.0,-2.0
b'rt @auronxsea: gustabo garc\xc3\x8da sos un terrible puto y tu sociopatia una terrible mierda no te acord\xc3\x81s cuando horacio te llenaba el alma de a\xe2\x80\xa6',"[ 0  0  0  0  2  0 -2  0  0  0  0  0 -2 -3 -1 -2  0  0  0 -2  0  2  0 -2
  0]","[""b'rt"", '@auronxsea:', 'gustabo', 'garc\\xc3\\x8da', 'sos', 'un', 'terrible', 'puto', 'y', 'tu', 'sociopatia', 'una', 'terrible', 'mierda', 'no', 'te', 'acord\\xc3\\x81s', 'cuando', 'horacio', 'te', 'llenaba', 'el', 'alma', 'de', ""a\\xe2\\x80\\xa6'""]",168.0,2.0,10.0,2.0,14.0,0.0,4.0,-2.0
b'rt @sdbardayan: me siento mal por los agentes del call center de cable onda que tienen que lidiar con los clientes frustrados; dar la cara\xe2\x80\xa6',"[ 0  0  2  0 -1  0 -1  0  0  0  0 -2  0  0  0  0  0  0  0 -1  0  0  0 -1
  0]","[""b'rt"", '@sdbardayan:', 'me', 'siento', 'mal', 'por', 'los', 'agentes', 'del', 'call', 'center', 'de', 'cable', 'onda', 'que', 'tienen', 'que', 'lidiar', 'con', 'los', 'clientes', 'frustrados;', 'dar', 'la', ""cara\\xe2\\x80\\xa6'""]",153.0,0.0,2.0,8.0,14.0,0.0,2.0,-2.0
"b'casemonodigo pero amor, tendr\xc3\xa1 que usar vestido o no. https://t.co/om7tkuxous'",[ 0  0  0  0  0  0  0 -2  0  0],"[""b'casemonodigo"", 'pero', 'amor,', 'tendr\\xc3\\xa1', 'que', 'usar', 'vestido', 'o', 'no.', ""https://t.co/om7tkuxous'""]",87.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
b'rt @sdbardayan: me siento mal por los agentes del call center de cable onda que tienen que lidiar con los clientes frustrados; dar la cara\xe2\x80\xa6',"[ 0  0  2  0 -1  0 -1  0  0  0  0 -2  0  0  0  0  0  0  0 -1  0  0  0 -1
  0]","[""b'rt"", '@sdbardayan:', 'me', 'siento', 'mal', 'por', 'los', 'agentes', 'del', 'call', 'center', 'de', 'cable', 'onda', 'que', 'tienen', 'que', 'lidiar', 'con', 'los', 'clientes', 'frustrados;', 'dar', 'la', ""cara\\xe2\\x80\\xa6'""]",153.0,0.0,2.0,8.0,14.0,0.0,2.0,-1.0
"b'rt @kingsbts7: no necesitan ser ricos, ni tener toda la merch de los chicos tampoco ir al d\xc3\xada con sus \xc3\xa1lbumes para validar que son armys, n\xe2\x80\xa6'","[ 0  0 -1  0  0  0  1  0  0 -1  0 -2 -1  0  0  0 -1  0  0  0  0  0  0  0
  0  0  0]","[""b'rt"", '@kingsbts7:', 'no', 'necesitan', 'ser', 'ricos,', 'ni', 'tener', 'toda', 'la', 'merch', 'de', 'los', 'chicos', 'tampoco', 'ir', 'al', 'd\\xc3\\xada', 'con', 'sus', '\\xc3\\xa1lbumes', 'para', 'validar', 'que', 'son', 'armys,', ""n\\xe2\\x80\\xa6'""]",168.0,0.0,2.0,8.0,12.0,2.0,0.0,-2.0
b'rt @sdbardayan: me siento mal por los agentes del call center de cable onda que tienen que lidiar con los clientes frustrados; dar la cara\xe2\x80\xa6',"[ 0  0  2  0 -1  0 -1  0  0  0  0 -2  0  0  0  0  0  0  0 -1  0  0  0 -1
  0]","[""b'rt"", '@sdbardayan:', 'me', 'siento', 'mal', 'por', 'los', 'agentes', 'del', 'call', 'center', 'de', 'cable', 'onda', 'que', 'tienen', 'que', 'lidiar', 'con', 'los', 'clientes', 'frustrados;', 'dar', 'la', ""cara\\xe2\\x80\\xa6'""]",153.0,0.0,2.0,8.0,14.0,0.0,2.0,-1.0
b'rt @milyibarra1: le entregu\xc3\xa9 lo mejor de mi. no me puedo quejar. estoy orgullosa de tener el coraz\xc3\xb3n que tengo y de mi capacidad de dar amo\xe2\x80\xa6',"[ 0  0 -2  0 -1  2 -2  0 -1  2  0  0  0  0 -2  0  2  0  0  0  0 -2 -3  0
 -2  0  0]","[""b'rt"", '@milyibarra1:', 'le', 'entregu\\xc3\\xa9', 'lo', 'mejor', 'de', 'mi.', 'no', 'me', 'puedo', 'quejar.', 'estoy', 'orgullosa', 'de', 'tener', 'el', 'coraz\\xc3\\xb3n', 'que', 'tengo', 'y', 'de', 'mi', 'capacidad', 'de', 'dar', ""amo\\xe2\\x80\\xa6'""]",168.0,2.0,10.0,4.0,16.0,0.0,6.0,2.0
b'me siento mal por los agentes del call center de cable onda que tienen que lidiar con los clientes frustrados; dar\xe2\x80\xa6 https://t.co/l6cddi0ted',[ 0  0 -1  0 -1  0  0  0  0 -2  0  0  0  0  0  0  0 -1  0  0  0  0],"[""b'me"", 'siento', 'mal', 'por', 'los', 'agentes', 'del', 'call', 'center', 'de', 'cable', 'onda', 'que', 'tienen', 'que', 'lidiar', 'con', 'los', 'clientes', 'frustrados;', 'dar\\xe2\\x80\\xa6', ""https://t.co/l6cddi0ted'""]",153.0,0.0,2.0,6.0,10.0,0.0,0.0,-2.0
"b'rt @armyrenzi: caminando descalzo en la orilla, respire los olores del mar, escuche el canto de las olas, conozca a las conchas, las hijas\xe2\x80\xa6'",[ 0  0  0  0  1 -1  0  0 -1  0  0  0  0  2  0 -2 -1  0  0 -3 -1  0 -1  0],"[""b'rt"", '@armyrenzi:', 'caminando', 'descalzo', 'en', 'la', 'orilla,', 'respire', 'los', 'olores', 'del', 'mar,', 'escuche', 'el', 'canto', 'de', 'las', 'olas,', 'conozca', 'a', 'las', 'conchas,', 'las', ""hijas\\xe2\\x80\\xa6'""]",153.0,2.0,2.0,10.0,14.0,2.0,2.0,-1.0
"b'rt @julie20112: igual para las dem\xc3\xa1s, cable onda, que apoyen con servicio eficiente.'",[ 0  0  0  0 -1  0  0  0  0  0  0  0  0],"[""b'rt"", '@julie20112:', 'igual', 'para', 'las', 'dem\\xc3\\xa1s,', 'cable', 'onda,', 'que', 'apoyen', 'con', 'servicio', ""eficiente.'""]",94.0,0.0,0.0,2.0,4.0,0.0,0.0,-1.0
b'rt @rguezzale: encontrar amor y amistad en la misma persona es ganar en la vida.',[ 0  0  0  2  0  0  1 -1  0  0 -2  0  1 -1  0],"[""b'rt"", '@rguezzale:', 'encontrar', 'amor', 'y', 'amistad', 'en', 'la', 'misma', 'persona', 'es', 'ganar', 'en', 'la', ""vida.'""]",83.0,0.0,2.0,4.0,10.0,4.0,2.0,2.0
b'rt @black_memes507: profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@black_memes507:', 'profe:', '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",135.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
b'esas personas que no conozco y reaccionan a mis historias de ig tienen todo mi amor ganado',[ 0  0  0 -1  0  0  0 -3  0  0 -2  0  0  0 -3  2  0],"[""b'esas"", 'personas', 'que', 'no', 'conozco', 'y', 'reaccionan', 'a', 'mis', 'historias', 'de', 'ig', 'tienen', 'todo', 'mi', 'amor', ""ganado'""]",93.0,4.0,2.0,2.0,10.0,0.0,2.0,-1.0
b'rt @cotovidela: que onda #canal13 bajo el gc (generador de caracteres) se lee clarito que no han pagado el cable jajjajja ya pueh cabros #q\xe2\x80\xa6',"[ 0  0  0  0  0  0  2  0  0 -2  0  0  0  0  0 -1  0  0  2  0  0  0  0  0
  0]","[""b'rt"", '@cotovidela:', 'que', 'onda', '#canal13', 'bajo', 'el', 'gc', '(generador', 'de', 'caracteres)', 'se', 'lee', 'clarito', 'que', 'no', 'han', 'pagado', 'el', 'cable', 'jajjajja', 'ya', 'pueh', 'cabros', ""#q\\xe2\\x80\\xa6'""]",154.0,0.0,2.0,2.0,10.0,0.0,4.0,0.0
"b'rt @deyanarabrianda: donde no eres feliz debes marcharte, no importa el tiempo que perdiste, ni los planes, aunque se te rompa el coraz\xc3\xb3n.\xe2\x80\xa6'",[ 0  0  0 -1  0  2  0  0 -1  0  2  0  0  0  1 -1  0  0  0 -2  0  2  0],"[""b'rt"", '@deyanarabrianda:', 'donde', 'no', 'eres', 'feliz', 'debes', 'marcharte,', 'no', 'importa', 'el', 'tiempo', 'que', 'perdiste,', 'ni', 'los', 'planes,', 'aunque', 'se', 'te', 'rompa', 'el', ""coraz\\xc3\\xb3n.\\xe2\\x80\\xa6'""]",160.0,0.0,2.0,6.0,16.0,2.0,6.0,2.0
b'rt @alvarough: ah\xc3\xad viene cable onda... https://t.co/qdwkxujpik',[0 0 0 0 0 0 0],"[""b'rt"", '@alvarough:', 'ah\\xc3\\xad', 'viene', 'cable', 'onda...', ""https://t.co/qdwkxujpik'""]",72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
b'rt @gabymendoza21: babies bull terrier a la venta! \nnecesitan un hogar que le den mucho amor y cuidado \xf0\x9f\x92\x95\xf0\x9f\x90\xb6\xf0\x9f\x92\x9c \nme ayudan con un rt\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\xa4\xa9 https://\xe2\x80\xa6',"[ 0  0  0  0  0 -3 -1  0  0  0  0  0 -2  0  0  2  0  0  0  0  0  0  0  0
  0]","[""b'rt"", '@gabymendoza21:', 'babies', 'bull', 'terrier', 'a', 'la', 'venta!', '\\nnecesitan', 'un', 'hogar', 'que', 'le', 'den', 'mucho', 'amor', 'y', 'cuidado', '\\xf0\\x9f\\x92\\x95\\xf0\\x9f\\x90\\xb6\\xf0\\x9f\\x92\\x9c', '\\nme', 'ayudan', 'con', 'un', 'rt\\xf0\\x9f\\x99\\x8f\\xf0\\x9f\\x8f\\xbc\\xf0\\x9f\\xa4\\xa9', ""https://\\xe2\\x80\\xa6'""]",246.0,2.0,2.0,2.0,8.0,0.0,2.0,-1.0
b'rt @black_memes507: profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@black_memes507:', 'profe:', '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",135.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
b'toy contenta porque una amiga de facultad q todavia no conozco me dijo feliz dia. no merezco tanto amor de alguien\xe2\x80\xa6 https://t.co/day1c0tt5z',[ 0  0  0  0  0 -2  0  0  0 -1  0  2  0  2  0 -1  0  0  2 -2  0  0],"[""b'toy"", 'contenta', 'porque', 'una', 'amiga', 'de', 'facultad', 'q', 'todavia', 'no', 'conozco', 'me', 'dijo', 'feliz', 'dia.', 'no', 'merezco', 'tanto', 'amor', 'de', 'alguien\\xe2\\x80\\xa6', ""https://t.co/day1c0tt5z'""]",153.0,0.0,4.0,4.0,14.0,0.0,6.0,1.0
b'rt @black_memes507: profe: \xc2\xbfpor qu\xc3\xa9 sali\xc3\xb3 de clase virtual?\nyo: soy cable onda\nprofe: https://t.co/oiia2jin07',[ 0  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@black_memes507:', 'profe:', '\\xc2\\xbfpor', 'qu\\xc3\\xa9', 'sali\\xc3\\xb3', 'de', 'clase', 'virtual?\\nyo:', 'soy', 'cable', 'onda\\nprofe:', ""https://t.co/oiia2jin07'""]",135.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0
"b'rt @ayamlachini: el amor, lo bueno en general, no se debe dejar nunca para ma\xc3\xb1ana, si hay algo que la vida nos ense\xc3\xb1a con el paso del tiemp\xe2\x80\xa6'","[ 0  0  2  0 -1  1  1  0 -1  0  0  0  0  0  0 -2  0  0  0 -1  0  1  0  0
  2  0  0  0]","[""b'rt"", '@ayamlachini:', 'el', 'amor,', 'lo', 'bueno', 'en', 'general,', 'no', 'se', 'debe', 'dejar', 'nunca', 'para', 'ma\\xc3\\xb1ana,', 'si', 'hay', 'algo', 'que', 'la', 'vida', 'nos', 'ense\\xc3\\xb1a', 'con', 'el', 'paso', 'del', ""tiemp\\xe2\\x80\\xa6'""]",168.0,0.0,2.0,6.0,16.0,4.0,4.0,2.0
b'cable onda hp\xf0\x9f\x92\x80 https://t.co/vtwizxsn4n',[0 0 0 0],"[""b'cable"", 'onda', 'hp\\xf0\\x9f\\x92\\x80', ""https://t.co/vtwizxsn4n'""]",56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
b'tampoco le agarr\xc3\xa9 amor a la guerrilla y su estilo de vida como estipulaban con el bombardeo liteterario que nos car\xe2\x80\xa6 https://t.co/vpnb4jzuse',[ 0 -2  0  2 -3 -1  0  0  0  0 -2  0  0  0  0  2  0  0  0  1  0  0],"[""b'tampoco"", 'le', 'agarr\\xc3\\xa9', 'amor', 'a', 'la', 'guerrilla', 'y', 'su', 'estilo', 'de', 'vida', 'como', 'estipulaban', 'con', 'el', 'bombardeo', 'liteterario', 'que', 'nos', 'car\\xe2\\x80\\xa6', ""https://t.co/vpnb4jzuse'""]",161.0,2.0,4.0,2.0,12.0,2.0,4.0,0.0
